,,,,
,,,,
,,,,
,北海道,,,
,https://startuphokkaido.com/,,,
,https://startuphokkaido.com/about/,,,
,,,,
東北,青森,,,
,https://ao-sta.com/,,,
,https://ezohub.jp/event/,,,
,,,,
,岩手,,,
,https://www.moriokaisc.jp/,,,
,https://iibase.jp/news/,,,
,,,,
,宮城,,,
,https://sendaistartupstudio.com/,,,
,https://intilaq.jp/about/,,,
,https://startup.tohoku.ac.jp/news-event/,,,
,https://siip.city.sendai.jp/assista/networking,,,
,https://www.enspace.work/support-service/biz-mtg/,,,
,https://yuinos.com/events,,,
,,,,
,福島,,,
,https://www.ubic-u-aizu.jp/incubation/incu-news.html,,,
,,,,
,秋田,,,
,https://www.akitachallenge.jp/tag/post_tag-41/,,,
,https://akita-startup.jp/news/,,,
,,,,
,,,,
北陸,新潟,,,
,https://www.kigyousien.or.jp/2021/05/muryousoudan/,,,
,https://ninno-plaka.com/category/topics/,,,
,https://snap-niigata.co.jp/,,,
,https://miraie-nagaoka.jp/nadec-base/,,,
,,,,
,富山,,,
,https://toyama-startup.com/,,,
,https://t-startup.jp/news/,,,
★,https://scop-toyama.jp/facilities#facilities-1,,,
★,https://toyama-incu.jp/fu-events/more,,,
,https://www.aubade.or.jp/new_event/mid_hall/%E7%AC%AC%EF%BC%94%E5%9B%9E%E3%81%A8%E3%82%84%E3%81%BE%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%82%A8%E3%82%B3%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E3%82%B5%E3%83%9F%E3%83%83/,,,
,,,,
,石川,,,
,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/sangyoseisakuka/gyomuannai/1/1/3354.html,,,
,,,,
,福井,,,
,https://craftbridge.jp/news/,,,
,,,,
関東,茨城,,,
,https://tsukuba-stapa.jp/archive/,,,
,https://community.venturecafetokyo.org/events/717,,,
,https://swtsukuba-15th.peatix.com/,,,
,,,,
,栃木　,,,
,https://utsunomiya-ventures.com/event,,,
,,,,
,群馬,,,
,https://www.netsugen.jp/plan/,,,
,https://gunma-tsukurun.jp/involved/,,,
,https://www.sansoukan.jp/,,,
,,,,
,埼玉,,,
,https://shibusawa-mix.pref.saitama.lg.jp/#news,,,
,https://shibusawa-mix.pref.saitama.lg.jp/event/event20260220/,,,
,,,,
,千葉,,,
,https://www.koil.jp/support/,,,
,https://www.koil.jp/mobility/,,,
,https://chiba-startup.jp/archives/event/471,,,
,https://chibalabo-pr.jp/category/seminar/,,,
,https://chiba-startup.jp/,,,
,https://startup-lab.chiba-u.jp/,,,
,,,,
,神奈川,,,
,https://socialport-y.city.yokohama.lg.jp/event/,,,
,https://note.com/hatsukamakura,,,
,https://techhub-yokohama.com/,,,
,https://kbic.jp/,,,
,,,,
,東京,,,
,https://tib.metro.tokyo.lg.jp/services/workspace,,,
,https://venturecafetokyo.org/,,,
,https://jp.cic.com/upcoming-events/,,,
,https://startup-station.jp/,,,
,https://startup-station.jp/ts/,,,
,https://sic-sumida.net/,,,
,https://shibuya-qws.com/event,,,https://shibuya-qws.com/event/qws-meetup0212
,https://jid-ascii.com/,,,
,https://spround.tokyo/,,,
,https://100banch.com/events/,,,
,,,,
中部,静岡,,,
,https://ship-shizuoka.jp/news/,,,
,https://hamamatsu-iwata.jp/business/sogyo/fusehamamatsu/,,,
,,,,
,愛知,,,
★,https://stationai.co.jp/event,,,
,https://garage-nagoya.or.jp/event/?page=1,,,
,https://nagono-campus.jp/event/,,,
,https://tongali.net/event/#event,,,
,,,,
,,,,
,岐阜,,,
,https://www.neowork.life/seminar,,,
,,,,
,三重,,,
,https://www.pref.mie.lg.jp/TOPICS/m0360800113.htm,,,
,https://banko.or.jp/souseijyuku2026.pdf,,,
,https://www.pref.mie.lg.jp/TOPICS/m0360800119.htm,,,
,https://meiwa-ic.com/news/,,,
,,,,
,長野,,,
,https://shinki-shinshu.jp/sss/#content,,,
,https://nagasta.jp/event/,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
近畿,京都,,,
★,https://question.kyoto-shinkin.co.jp/service/students-lab/,,,
,https://open.kyoto/event/,,,
,https://utsuwa-kyoto.com/,,,
,https://www.krp.co.jp/events/,,,
,https://iac.kyoto-u.ac.jp/,,,
,https://kua-art-incubators.com/,,,
,,,,
,兵庫,,,
★,https://www.kigyoplaza-hyogo.jp/event/18762/,,,
,https://www.kigyoplaza-hyogo.jp/event/,,,
,https://anchorkobe.com/information/,,,
,https://web.pref.hyogo.lg.jp/sr10/press/20260130.html,,,
,https://kip-himeji.biz/event_post,,,
,,,,
,大阪,,,
,https://www.innovation-osaka.jp/ja/event-calendar/,,,
,https://www.quintbridge.jp/calendar/,,,
,https://thedeck.jp/coworking,,,
,https://www.sansokan.jp/events/eve_detail.san?H_A_NO=46964,,,
,https://umekita.com/jambase/event_campaign/,,,
★,https://startupcafe-ku.osaka/,,,
,https://futrworks.com/jp/,,,
,https://www.mebic.com/event/,,,
,https://www.muic-kansai.jp/event/,,,
,https://kc-i.jp/activity/salon-event/,,,
,,,,
,滋賀,,,
,https://tokiza.jp/#community,,,
,https://www.ryukoku.ac.jp/entrepreneurship/#topics-trep,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
中国,,,,
,岡山,,,
,https://momosta.com/,,,
,https://kvo.jp/,,,
,,,,
,広島,,,
,https://www.camps-hiroshima.jp/introduction/,,,
,https://www.port-cloud.jp/,,,
,https://hiroshima-starters.com/,,,
,,,,
,山口,,,
,,,,
,https://www.karasta.jp/event,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
四国,香川,,,
,https://setouchiibase.jp/,,,
,,,,
,愛媛,,,
,https://momentum-matsuyama.com/about/,,,
,,,,
,,,,
,徳島,,,
,https://toku-noix.jp/business/,,,
,,,,
,高知,,,
,https://startuppark.org/consul.html,,,
,,,,
,,,,
,,,,
九州,福岡,,,
★,https://growth-next.com/facility,,,
★,https://growth-next.com/startupcafe/event,,,
,https://engineercafe.jp/ja/,,,
,https://compass-kokura.com/,,,
,https://thecompany.jp/news/,,,
,,,,
,長崎,,,
,https://co-dejima.jp/,,,
,https://nagasaki-bpp.jp/,,,
,,,,
,,,,
,佐賀,,,
,https://gatewaysaga.jp/news,,,
,https://www.saga-smart.jp/event/,,,
,https://karatsu-dx.jp/news/1326/,,,
,,,,
,大分,,,
,https://oita-youngbuilder.com/,,,
,https://www.instagram.com/garrawayzero/,,,
,https://www.b-bizlink.or.jp/seminar,,,
,,,,
,,,,
,,,,
,熊本,,,
,https://if-kumamoto.studio.site/,,,
,https://xosspoint.jp/news/,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,宮崎,,,
,https://atomica-miyazaki.jp/,,,
,https://www.moc.ne.jp/event,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,鹿児島,,,
,https://mark-meizan.io/,,,
,https://bi-kagoshima.jp/#news,,,
,https://www.kagoshima-chest.jp/event/,,,
,https://www.instagram.com/kagoyui_18f/,,,
,,,,
,沖縄,,,
